locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
NWMN_RS13785,NC_009641.1,+,2633324,2634067,sarU,false,WP_000386369.1,"HTH_type transcriptional regulator SarU","n.a"
NWMN_RS10730,NC_009641.1,-,2080192,2081064,pmtC,false,WP_000763048.1,"phenol_soluble modulin export ABC transporter ATP_binding protein PmtC","n.a"
NWMN_RS12120,NC_009641.1,-,2332316,2334028,n.a,false,WP_000983330.1,"PTS lactose EIICB component","n.a"
NWMN_RS10470,NC_009641.1,-,2029825,2030868,n.a,false,WP_001017131.1,"sensor histidine kinase","n.a"
NWMN_RS10890,NC_009641.1,-,2108068,2108472,n.a,false,WP_000114226.1,"hypothetical protein","n.a"
NWMN_RS07740,NC_009641.1,-,1540857,1542155,aroA,false,WP_000245895.1,"3_phosphoshikimate 1_carboxyvinyltransferase","n.a"
NWMN_RS08210,NC_009641.1,-,1621742,1623817,n.a,false,WP_000919772.1,"penicillin_binding protein 2","n.a"
NWMN_RS06430,NC_009641.1,+,1249606,1250532,fabD,false,WP_000047348.1,"ACP S_malonyltransferase","n.a"
NWMN_RS08150,NC_009641.1,-,1614038,1614358,n.a,false,WP_011447021.1,"hypothetical protein","n.a"
NWMN_RS13515,NC_009641.1,-,2580206,2580841,n.a,false,WP_000569120.1,"ABC transporter permease","n.a"
NWMN_RS14090,NC_009641.1,-,2696043,2698511,n.a,false,WP_001803121.1,"fatty acid efflux MMPL transporter FarE","n.a"
NWMN_RS04900,NC_009641.1,-,969822,970415,n.a,false,WP_000224622.1,"CYTH domain_containing protein","n.a"
NWMN_RS11765,NC_009641.1,-,2254786,2255970,n.a,false,WP_001291500.1,"M20 family metallopeptidase","n.a"
NWMN_RS11335,NC_009641.1,+,2175894,2176940,leuB,false,WP_000221958.1,"3_isopropylmalate dehydrogenase","n.a"
NWMN_RS09380,NC_009641.1,+,1866926,1867561,sdpA,false,WP_001168904.1,"CPBP family intramembrane metalloprotease SdpA","n.a"
NWMN_RS10800,NC_009641.1,+,2090468,2090917,n.a,false,WP_000727649.1,"chemotaxis_inhibiting protein CHIPS","n.a"
NWMN_RS11855,NC_009641.1,-,2270549,2271685,n.a,false,WP_000115564.1,"SAP domain_containing protein","n.a"
NWMN_RS14380,NC_009641.1,-,2752404,2754002,n.a,false,WP_001172340.1,"acetyl_CoA synthetase","n.a"
NWMN_RS03280,NC_009641.1,+,654269,654805,n.a,false,WP_000633782.1,"flavodoxin family protein","n.a"
NWMN_RS01560,NC_009641.1,+,332360,332767,n.a,false,WP_000401950.1,"RusA family crossover junction endodeoxyribonuclease","n.a"
NWMN_RS14065,NC_009641.1,-,2690307,2690828,n.a,false,WP_000455987.1,"n.a","n.a"
NWMN_RS04335,NC_009641.1,+,860790,860993,n.a,false,WP_000145163.1,"hypothetical protein","n.a"
NWMN_RS10330,NC_009641.1,-,2011145,2011552,n.a,false,WP_000401950.1,"RusA family crossover junction endodeoxyribonuclease","n.a"
NWMN_RS04285,NC_009641.1,+,852779,854305,vwb,false,WP_000791729.1,"von Willebrand factor binding protein Vwb","n.a"
NWMN_RS09215,NC_009641.1,-,1828673,1829317,trmB,false,WP_001266167.1,"tRNA (guanosine(46)_N7)_methyltransferase TrmB","n.a"
NWMN_RS08855,NC_009641.1,-,1745825,1747225,n.a,false,WP_000533485.1,"helicase DnaB","n.a"
NWMN_RS06630,NC_009641.1,+,1294569,1295744,nusA,false,WP_000097462.1,"transcription termination/antitermination protein NusA","n.a"
NWMN_RS13690,NC_009641.1,+,2613223,2613504,n.a,false,WP_000220938.1,"single_stranded DNA_binding protein","n.a"
NWMN_RS00335,NC_009641.1,-,78502,79494,sirA,false,WP_001045111.1,"staphyloferrin B ABC transporter substrate_binding protein SirA","n.a"
NWMN_RS03245,NC_009641.1,+,648842,649471,n.a,false,WP_000882138.1,"DUF443 family protein","n.a"
NWMN_RS07485,NC_009641.1,-,1463035,1463649,n.a,false,WP_000084780.1,"phosphatase PAP2 family protein","n.a"
NWMN_RS12640,NC_009641.1,+,2410700,2412415,ureC,false,WP_000008673.1,"urease subunit alpha","n.a"
NWMN_RS12170,NC_009641.1,-,2340521,2340646,n.a,false,WP_001549596.1,"hypothetical protein","n.a"
NWMN_RS15265,NC_009641.1,-,1003127,1003417,n.a,false,WP_001795544.1,"hypothetical protein","n.a"
NWMN_RS06755,NC_009641.1,+,1323479,1323772,n.a,false,WP_000655666.1,"hypothetical protein","n.a"
NWMN_RS13975,NC_009641.1,-,2673043,2674038,n.a,false,WP_001827191.1,"PTS fructose transporter subunit IIC","n.a"
NWMN_RS05275,NC_009641.1,+,1046082,1047329,n.a,false,WP_001101903.1,"phosphoribosylamine__glycine ligase","n.a"
NWMN_RS03505,NC_009641.1,+,698489,699286,n.a,false,WP_001080809.1,"ABC transporter ATP_binding protein","n.a"
NWMN_RS07890,NC_009641.1,-,1565203,1567365,n.a,false,WP_001033768.1,"hypothetical protein","n.a"
NWMN_RS11875,NC_009641.1,-,2274710,2276515,glmS,false,WP_000334465.1,"glutamine__fructose_6_phosphate transaminase (isomerizing)","n.a"
NWMN_RS13725,NC_009641.1,-,2616462,2617786,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS12985,NC_009641.1,-,2478180,2479388,n.a,false,WP_000999131.1,"multidrug effflux MFS transporter","n.a"
NWMN_RS12260,NC_009641.1,-,2357056,2357454,rpsI,false,WP_000170975.1,"30S ribosomal protein S9","n.a"
NWMN_RS12850,NC_009641.1,-,2450492,2451373,n.a,false,WP_000730043.1,"SDR family oxidoreductase","n.a"
NWMN_RS14220,NC_009641.1,-,2724043,2724342,n.a,false,WP_000055846.1,"DUF2316 family protein","n.a"
NWMN_RS02230,NC_009641.1,+,442963,443658,n.a,false,WP_000769836.1,"superantigen_like protein SSL7","n.a"
NWMN_RS07615,NC_009641.1,-,1513570,1514448,n.a,false,WP_001133011.1,"5'_3' exonuclease","n.a"
NWMN_RS05360,NC_009641.1,-,1062705,1062923,n.a,false,WP_000257888.1,"DNA_dependent RNA polymerase auxiliary subunit epsilon family protein","n.a"
NWMN_RS03195,NC_009641.1,-,641927,642367,n.a,false,WP_001047239.1,"Rrf2 family transcriptional regulator","n.a"
NWMN_RS10510,NC_009641.1,-,2035585,2036316,n.a,false,WP_000544969.1,"type 1 glutamine amidotransferase","n.a"
NWMN_RS10595,NC_009641.1,-,2055212,2055904,n.a,false,WP_000272070.1,"heptaprenylglyceryl phosphate synthase","n.a"
NWMN_RS10580,NC_009641.1,-,2049804,2051003,n.a,false,WP_000831698.1,"CamS family sex pheromone protein","n.a"
NWMN_RS12695,NC_009641.1,-,2420533,2420775,n.a,false,WP_001789136.1,"hypothetical protein","n.a"
NWMN_RS03415,NC_009641.1,+,677871,678329,n.a,false,WP_011446991.1,"Na+/H+ antiporter subunit G","n.a"
NWMN_RS14820,NC_009641.1,-,2851902,2852750,n.a,false,WP_000528923.1,"S_adenosyl_l_methionine hydroxide adenosyltransferase family protein","n.a"
NWMN_RS11515,NC_009641.1,-,2212576,2212869,csoR,false,WP_000138932.1,"copper_sensing transcriptional repressor CsoR","n.a"
NWMN_RS01200,NC_009641.1,-,271556,273080,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS13755,NC_009641.1,+,2625223,2625489,n.a,false,WP_000678764.1,"hypothetical protein","n.a"
NWMN_RS03450,NC_009641.1,+,686202,686966,n.a,false,WP_000215388.1,"WecB/TagA/CpsF family glycosyltransferase","n.a"
NWMN_RS10245,NC_009641.1,-,2004935,2006212,n.a,false,WP_000169946.1,"PBSX family phage terminase large subunit","n.a"
NWMN_RS00485,NC_009641.1,-,108098,108871,phnC,false,WP_000078092.1,"phosphonate ABC transporter ATP_binding protein","n.a"
NWMN_RS14110,NC_009641.1,-,2701315,2701914,n.a,false,WP_000136500.1,"sugar O_acetyltransferase","n.a"
NWMN_RS12870,NC_009641.1,+,2455941,2456825,n.a,false,WP_000691843.1,"LysR family transcriptional regulator","n.a"
NWMN_RS12825,NC_009641.1,-,2444469,2446073,n.a,false,WP_000991501.1,"PTS transporter subunit EIIC","n.a"
NWMN_RS14665,NC_009641.1,-,2824882,2825574,n.a,false,WP_001109879.1,"flavin reductase family protein","n.a"
NWMN_RS05805,NC_009641.1,+,1123431,1124012,n.a,false,WP_000002578.1,"phage major tail protein; TP901_1 family","n.a"
NWMN_RS05860,NC_009641.1,+,1135944,1137842,n.a,false,WP_000524009.1,"CHAP domain_containing protein","n.a"
NWMN_RS10095,NC_009641.1,-,1976824,1977642,recX,false,WP_001124419.1,"recombination regulator RecX","n.a"
NWMN_RS14655,NC_009641.1,-,2816181,2817392,n.a,false,WP_000916119.1,"accessory Sec system protein translocase subunit SecY2","n.a"
NWMN_RS12710,NC_009641.1,+,2423774,2424196,n.a,false,WP_000206108.1,"DUF4870 domain_containing protein","n.a"
NWMN_RS02895,NC_009641.1,+,570767,571336,n.a,false,WP_000872873.1,"RNA polymerase sigma factor","n.a"
NWMN_RS03540,NC_009641.1,+,704591,705658,n.a,false,WP_000980137.1,"membrane protein","n.a"
NWMN_RS11680,NC_009641.1,-,2237415,2238251,prmC,false,WP_000248735.1,"peptide chain release factor N(5)_glutamine methyltransferase","n.a"
NWMN_RS14965,NC_009641.1,-,2878546,2878683,n.a,false,WP_000240855.1,"50S ribosomal protein L34","n.a"
NWMN_RS09575,NC_009641.1,-,1901869,1902588,splC,false,WP_001038867.1,"serine protease SplC","n.a"
NWMN_RS01645,NC_009641.1,+,337331,337732,n.a,false,WP_000286968.1,"hypothetical protein","n.a"
NWMN_RS13240,NC_009641.1,-,2531209,2532033,n.a,false,WP_000572040.1,"formate/nitrite transporter family protein","n.a"
NWMN_RS00860,NC_009641.1,-,199560,200054,n.a,false,WP_000603755.1,"isoprenylcysteine carboxyl methyltransferase family protein","n.a"
NWMN_RS05965,NC_009641.1,+,1159258,1161606,n.a,false,WP_001249285.1,"endonuclease MutS2","n.a"
NWMN_RS02675,NC_009641.1,+,532692,533885,n.a,false,WP_000951450.1,"nucleotide pyrophosphohydrolase","n.a"
NWMN_RS02685,NC_009641.1,+,534163,534555,n.a,false,WP_000792417.1,"septum formation initiator family protein","n.a"
NWMN_RS01180,NC_009641.1,+,267730,268680,lytM,false,WP_000736798.1,"glycine_glycine endopeptidase LytM","n.a"
NWMN_RS02035,NC_009641.1,-,409748,410686,n.a,false,WP_001822249.1,"Abi family protein","n.a"
NWMN_RS08055,NC_009641.1,-,1598865,1599746,n.a,false,WP_000183378.1,"polyprenyl synthetase family protein","n.a"
NWMN_RS12275,NC_009641.1,-,2358953,2359759,n.a,false,WP_000791620.1,"energy_coupling factor transporter transmembrane protein EcfT","n.a"
NWMN_RS07775,NC_009641.1,-,1547445,1548017,n.a,false,WP_000450553.1,"heptaprenyl pyrophosphate synthase subunit A","n.a"
NWMN_RS14145,NC_009641.1,-,2709770,2710633,n.a,false,WP_000178307.1,"phytoene/squalene synthase family protein","n.a"
NWMN_RS01790,NC_009641.1,-,364324,365151,n.a,false,WP_000136020.1,"alpha/beta hydrolase","n.a"
NWMN_RS14125,NC_009641.1,+,2705352,2705558,copZ,false,WP_000076661.1,"copper chaperone CopZ","n.a"
NWMN_RS05810,NC_009641.1,+,1124075,1124440,n.a,false,WP_001100161.1,"hypothetical protein","n.a"
NWMN_RS04565,NC_009641.1,-,895422,895664,n.a,false,WP_001141883.1,"NifU family protein","n.a"
NWMN_RS14935,NC_009641.1,-,2872202,2872555,n.a,false,WP_000491382.1,"DUF3147 family protein","n.a"
NWMN_RS02185,NC_009641.1,-,434715,435560,n.a,false,WP_001024377.1,"SDR family oxidoreductase","n.a"
NWMN_RS12410,NC_009641.1,-,2373078,2373911,rplB,false,WP_000985472.1,"50S ribosomal protein L2","n.a"
NWMN_RS05280,NC_009641.1,-,1047594,1048400,n.a,false,WP_000273253.1,"energy_coupling factor transporter transmembrane protein EcfT","n.a"
NWMN_RS02390,NC_009641.1,+,474210,474323,n.a,false,WP_000510433.1,"hypothetical protein","n.a"
NWMN_RS14210,NC_009641.1,-,2722808,2723185,n.a,false,WP_000616227.1,"glyoxalase","n.a"
NWMN_RS01350,NC_009641.1,+,298594,299082,n.a,false,WP_000142094.1,"antitoxin YezG family protein","n.a"
NWMN_RS11830,NC_009641.1,+,2266665,2266985,czrA,false,WP_000003759.1,"Zn(II)_responsive metalloregulatory transcriptional repressor CzrA","n.a"
NWMN_RS09145,NC_009641.1,-,1813146,1814135,ccpA,false,WP_000219066.1,"catabolite control protein A","n.a"
NWMN_RS08375,NC_009641.1,-,1654736,1656559,lepA,false,WP_000368341.1,"elongation factor 4","n.a"
NWMN_RS08605,NC_009641.1,-,1697889,1699151,n.a,false,WP_000590826.1,"histidine__tRNA ligase","n.a"
NWMN_RS03880,NC_009641.1,+,766101,767105,n.a,false,WP_000022323.1,"biotin_dependent carboxyltransferase family protein","n.a"
NWMN_RS07445,NC_009641.1,-,1454252,1454455,n.a,false,WP_000902175.1,"hypothetical protein","n.a"
NWMN_RS07700,NC_009641.1,-,1533486,1534457,n.a,false,WP_000049919.1,"n.a","n.a"
NWMN_RS03065,NC_009641.1,-,617776,618138,n.a,false,WP_001547756.1,"YojF family protein","n.a"
NWMN_RS11740,NC_009641.1,-,2250306,2251166,n.a,false,WP_001040736.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS12415,NC_009641.1,-,2373944,2374219,n.a,false,WP_000388082.1,"50S ribosomal protein L23","n.a"
NWMN_RS00705,NC_009641.1,-,159964,160995,n.a,false,WP_000598483.1,"N_acetyl_gamma_glutamyl_phosphate reductase","n.a"
NWMN_RS01895,NC_009641.1,+,384397,384726,n.a,false,WP_136719234.1,"hypothetical protein","n.a"
NWMN_RS04590,NC_009641.1,+,898583,899791,n.a,false,WP_000046076.1,"NADH dehydrogenase","n.a"
NWMN_RS13620,NC_009641.1,-,2599740,2600675,n.a,false,WP_000472235.1,"ABC transporter permease","n.a"
NWMN_RS14075,NC_009641.1,-,2693411,2693581,n.a,false,WP_000111118.1,"FeoB_associated Cys_rich membrane protein","n.a"
NWMN_RS01080,NC_009641.1,+,250567,251241,scdA,false,WP_000608826.1,"iron_sulfur cluster repair di_iron protein ScdA","n.a"
NWMN_RS07820,NC_009641.1,-,1553325,1553984,n.a,false,WP_000644391.1,"(d)CMP kinase","n.a"
NWMN_RS03860,NC_009641.1,+,763288,764439,n.a,false,WP_001217785.1,"anthranilate synthase component I family protein","n.a"
NWMN_RS10495,NC_009641.1,+,2033470,2034456,n.a,false,WP_000999713.1,"aromatic acid exporter family protein","n.a"
NWMN_RS00030,NC_009641.1,+,7012,9675,gyrA,false,WP_000819088.1,"DNA gyrase subunit A","n.a"
NWMN_RS00140,NC_009641.1,+,34474,34566,n.a,false,WP_001790000.1,"hypothetical protein","n.a"
NWMN_RS08090,NC_009641.1,-,1604420,1604977,efp,false,WP_000626504.1,"elongation factor P","n.a"
NWMN_RS07250,NC_009641.1,+,1418312,1419571,femB,false,WP_000673098.1,"glycine glycyltransferase FemB","n.a"
NWMN_RS01140,NC_009641.1,-,260827,261231,rbsD,false,WP_000747873.1,"D_ribose pyranase","n.a"
NWMN_RS07375,NC_009641.1,+,1442694,1443779,n.a,false,WP_000127593.1,"alanine racemase","n.a"
NWMN_RS08505,NC_009641.1,-,1677228,1677851,n.a,false,WP_000648617.1,"uridine kinase","n.a"
NWMN_RS03120,NC_009641.1,-,627641,628471,thiD,false,WP_001185459.1,"bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","n.a"
NWMN_RS02415,NC_009641.1,+,479404,480063,n.a,false,WP_000467994.1,"ABC transporter permease","n.a"
NWMN_RS07180,NC_009641.1,-,1404164,1404673,msrA,false,WP_001024830.1,"peptide_methionine (S)_S_oxide reductase MsrA","n.a"
NWMN_RS11860,NC_009641.1,+,2271974,2272066,n.a,false,WP_001790138.1,"hypothetical protein","n.a"
NWMN_RS05900,NC_009641.1,+,1146164,1147240,n.a,false,WP_001246698.1,"hypothetical protein","n.a"
NWMN_RS11055,NC_009641.1,-,2126206,2126403,n.a,false,WP_001148855.1,"hypothetical protein","n.a"
NWMN_RS15785,NC_009641.1,+,2436214,2436573,n.a,true,n.a,"transposase","n.a"
NWMN_RS00710,NC_009641.1,-,161034,162218,rocD,false,WP_001084440.1,"ornithine__oxo_acid transaminase","n.a"
NWMN_RS05295,NC_009641.1,+,1050747,1050866,n.a,false,WP_001632500.1,"hypothetical protein","n.a"
NWMN_RS05850,NC_009641.1,+,1135294,1135467,n.a,false,WP_001800921.1,"XkdX family protein","n.a"
NWMN_RS08835,NC_009641.1,-,1740636,1742129,n.a,false,WP_000049154.1,"amino acid permease","n.a"
NWMN_RS04530,NC_009641.1,+,889526,890485,n.a,false,WP_000239131.1,"D_glycerate dehydrogenase","n.a"
NWMN_RS04355,NC_009641.1,-,862877,863371,n.a,false,WP_000569884.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS11210,NC_009641.1,+,2151521,2152090,n.a,false,WP_001105707.1,"accessory gene regulator AgrB","n.a"
NWMN_RS13850,NC_009641.1,+,2652729,2653340,n.a,false,WP_000435044.1,"DedA family protein","n.a"
NWMN_RS01980,NC_009641.1,-,399888,401729,n.a,false,WP_000077318.1,"bifunctional homocysteine S_methyltransferase/methylenetetrahydrofolate reductase","n.a"
NWMN_RS05470,NC_009641.1,-,1082527,1083009,n.a,false,WP_000614712.1,"hypothetical protein","n.a"
NWMN_RS05910,NC_009641.1,+,1148125,1149093,n.a,false,WP_001548422.1,"iron ABC transporter permease","n.a"
NWMN_RS05370,NC_009641.1,-,1063404,1063955,n.a,false,WP_000957036.1,"peptide deformylase","n.a"
NWMN_RS01640,NC_009641.1,+,337157,337330,n.a,false,WP_000595257.1,"transcriptional activator RinB","n.a"
NWMN_RS11630,NC_009641.1,-,2229922,2230443,n.a,false,WP_000140679.1,"F0F1 ATP synthase subunit B","n.a"
NWMN_RS12115,NC_009641.1,-,2330886,2332298,lacG,false,WP_000169220.1,"6_phospho_beta_galactosidase","n.a"
NWMN_RS05260,NC_009641.1,+,1042970,1043998,n.a,false,WP_000030812.1,"phosphoribosylformylglycinamidine cyclo_ligase","n.a"
NWMN_RS14185,NC_009641.1,-,2719476,2720531,n.a,false,WP_000200684.1,"PTS transporter subunit IIC","n.a"
NWMN_RS04915,NC_009641.1,+,971617,972426,n.a,false,WP_001270834.1,"NAD kinase","n.a"
NWMN_RS11225,NC_009641.1,+,2153563,2154279,n.a,false,WP_000688492.1,"response regulator transcription factor","n.a"
NWMN_RS02840,NC_009641.1,+,558122,559129,n.a,false,WP_000149503.1,"protein arginine kinase","n.a"
NWMN_RS05095,NC_009641.1,-,1007592,1007882,n.a,false,WP_001788574.1,"TM2 domain_containing protein","n.a"
NWMN_RS06775,NC_009641.1,+,1326637,1329255,mutS,false,WP_000073352.1,"DNA mismatch repair protein MutS","n.a"
NWMN_RS01880,NC_009641.1,+,381636,382697,n.a,false,WP_001096116.1,"LLM class flavin_dependent oxidoreductase","n.a"
NWMN_RS00675,NC_009641.1,+,147325,148575,n.a,false,WP_000826862.1,"MFS transporter","n.a"
NWMN_RS14730,NC_009641.1,+,2834271,2835143,icaB,false,WP_000877317.1,"intercellular adhesin biosynthesis polysaccharide N_deacetylase","n.a"
NWMN_RS14480,NC_009641.1,-,2771550,2771663,n.a,false,WP_011447078.1,"hypothetical protein","n.a"
NWMN_RS05640,NC_009641.1,-,1107698,1108555,n.a,false,WP_000371250.1,"DUF4393 domain_containing protein","n.a"
NWMN_RS12080,NC_009641.1,-,2323828,2324337,n.a,false,WP_000215236.1,"Asp23/Gls24 family envelope stress response protein","n.a"
NWMN_RS02155,NC_009641.1,+,429442,430983,guaA,false,WP_000424966.1,"glutamine_hydrolyzing GMP synthase","n.a"
NWMN_RS12995,NC_009641.1,-,2479657,2481039,n.a,false,WP_000833797.1,"zinc ribbon domain_containing protein","n.a"
NWMN_RS08335,NC_009641.1,-,1646441,1647193,n.a,false,WP_001190128.1,"16S rRNA (uracil(1498)_N(3))_methyltransferase","n.a"
NWMN_RS05935,NC_009641.1,+,1151736,1152794,pheS,false,WP_000003559.1,"phenylalanine__tRNA ligase subunit alpha","n.a"
NWMN_RS01395,NC_009641.1,+,306964,307914,n.a,false,WP_011446984.1,"PTS sugar transporter subunit IIC","n.a"
NWMN_RS13610,NC_009641.1,-,2598062,2598877,n.a,false,WP_000173869.1,"ABC transporter ATP_binding protein","n.a"
NWMN_RS10695,NC_009641.1,-,2075001,2075174,n.a,false,WP_000267034.1,"hypothetical protein","n.a"
NWMN_RS01485,NC_009641.1,-,324758,325240,n.a,false,WP_000394410.1,"hypothetical protein","n.a"
NWMN_RS11310,NC_009641.1,+,2169452,2171140,ilvD,false,WP_001255782.1,"dihydroxy_acid dehydratase","n.a"
NWMN_RS08610,NC_009641.1,-,1699612,1700487,n.a,false,WP_000717800.1,"cell wall amidase","n.a"
NWMN_RS02960,NC_009641.1,+,584949,587030,fusA,false,WP_000090316.1,"elongation factor G","n.a"
NWMN_RS09560,NC_009641.1,-,1899285,1900004,splF,false,WP_001038688.1,"serine protease SplF","n.a"
NWMN_RS10880,NC_009641.1,-,2107019,2107663,n.a,false,WP_000268735.1,"phage tail protein","n.a"
NWMN_RS08360,NC_009641.1,-,1651971,1652948,hrcA,false,WP_000627140.1,"heat_inducible transcription repressor HrcA","n.a"
NWMN_RS00245,NC_009641.1,+,54254,55240,n.a,false,WP_000710576.1,"phosphatidylinositol_specific phospholipase C","n.a"
NWMN_RS11050,NC_009641.1,-,2126035,2126175,n.a,false,WP_000939496.1,"hypothetical protein","n.a"
NWMN_RS14945,NC_009641.1,-,2873891,2874610,rsmG,false,WP_000215595.1,"16S rRNA (guanine(527)_N(7))_methyltransferase RsmG","n.a"
NWMN_RS09205,NC_009641.1,+,1826925,1827236,n.a,false,WP_000163826.1,"peptidase","n.a"
NWMN_RS14795,NC_009641.1,-,2846938,2848062,n.a,false,WP_000549223.1,"polysaccharide deacetylase family protein","n.a"
NWMN_RS14865,NC_009641.1,-,2860669,2861577,rarD,false,WP_001083804.1,"EamA family transporter RarD","n.a"
NWMN_RS01540,NC_009641.1,+,330405,331175,n.a,false,WP_000190223.1,"hypothetical protein","n.a"
NWMN_RS13780,NC_009641.1,-,2632644,2633000,sarT,false,WP_000998869.1,"HTH_type transcriptional regulator SarT","n.a"
NWMN_RS05475,NC_009641.1,+,1083150,1083425,n.a,false,WP_001118417.1,"YlaN family protein","n.a"
NWMN_RS05525,NC_009641.1,+,1094901,1095155,n.a,false,WP_001049150.1,"YlbG family protein","n.a"
NWMN_RS09520,NC_009641.1,-,1889301,1889444,n.a,false,WP_001549059.1,"transposase","n.a"
NWMN_RS00570,NC_009641.1,+,126720,127346,n.a,false,WP_001216898.1,"O_acetyltransferase","n.a"
NWMN_RS01930,NC_009641.1,-,390526,390915,n.a,false,WP_000886005.1,"DUF1398 domain_containing protein","n.a"
NWMN_RS06600,NC_009641.1,+,1284412,1285182,n.a,false,WP_000473705.1,"isoprenyl transferase","n.a"
NWMN_RS10110,NC_009641.1,-,1979699,1979860,n.a,false,WP_001005407.1,"hypothetical protein","n.a"
NWMN_RS11535,NC_009641.1,-,2215369,2215461,n.a,false,WP_001790121.1,"hypothetical protein","n.a"
NWMN_RS02955,NC_009641.1,+,584356,584826,rpsG,false,WP_001137495.1,"30S ribosomal protein S7","n.a"
NWMN_RS02965,NC_009641.1,+,587247,588431,tuf,false,WP_001040568.1,"elongation factor Tu","n.a"
NWMN_RS08950,NC_009641.1,-,1769778,1771007,n.a,false,WP_000058383.1,"NAD_dependent malic enzyme 4","n.a"
NWMN_RS15390,NC_009641.1,+,1870643,1872267,n.a,true,n.a,"IS1182 family transposase","n.a"
NWMN_RS00435,NC_009641.1,+,99463,100062,n.a,false,WP_000874681.1,"n.a","n.a"
NWMN_RS03290,NC_009641.1,+,655490,656785,n.a,false,WP_000180230.1,"HD domain_containing protein","n.a"
NWMN_RS10255,NC_009641.1,-,2006826,2007248,n.a,false,WP_000162700.1,"RinA family phage transcriptional activator","n.a"
NWMN_RS00830,NC_009641.1,+,192578,193849,n.a,false,WP_000034961.1,"extracellular solute_binding protein","n.a"
NWMN_RS10615,NC_009641.1,+,2059840,2060166,n.a,false,WP_000434933.1,"staphostatin A","n.a"
NWMN_RS09000,NC_009641.1,-,1782338,1783540,n.a,false,WP_000040069.1,"acetate kinase","n.a"
